Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
4,employee,High,10.0,yes,gold,2,11.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,High,Low,Accept,6
4,employee,Medium,22.0,no,platinum,2,11.0,5.0,3.0,1.0,1,condominium,10.0,Selangor,2.0,High,High,Medium,Accept,6
4,employee,Low,18.0,yes,normal,2,11.0,5.0,2.0,1.0,2,condominium,10.0,Selangor,2.0,High,Low,Medium,Reject,6
4,employee,Low,22.0,no,gold,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,3.0,Medium,Medium,Low,Accept,9
4,employee,Medium,22.0,yes,normal,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Low,Medium,Accept,6
4,employee,Low,13.0,no,normal,2,11.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,3.0,High,Medium,Medium,Accept,7
4,employee,Medium,17.0,yes,gold,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,1.0,Low,High,Medium,Accept,8
4,employee,High,12.0,no,normal,2,11.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,1.0,Low,Low,Medium,Accept,7
4,employee,Medium,23.0,yes,platinum,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Medium,Medium,Accept,8
4,employee,Low,22.0,no,normal,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,1.0,High,Low,Medium,Accept,7
4,employee,High,12.0,yes,normal,2,15.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,3.0,Medium,High,Medium,Reject,7
4,employee,Medium,20.0,no,normal,2,15.0,4.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,Medium,Low,Low,Accept,6
4,employee,Medium,10.0,yes,normal,2,11.0,4.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Low,High,Medium,Accept,7
4,employee,Low,13.0,no,gold,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,3.0,Medium,Medium,High,Reject,7
4,employee,High,22.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,High,Medium,Medium,Reject,7
4,employee,High,21.0,no,normal,2,15.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,Reject,6
4,employee,Medium,10.0,yes,gold,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,High,Medium,High,Accept,7
4,employee,Medium,18.0,no,normal,2,11.0,5.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Low,Medium,High,Accept,8
4,employee,Medium,23.0,yes,normal,2,11.0,5.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,Medium,High,High,Accept,9
4,employee,Medium,22.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,High,Medium,Medium,Accept,6
4,employee,Low,23.0,yes,normal,2,15.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,3.0,Medium,High,Medium,Accept,6
4,employee,Medium,11.0,no,normal,2,11.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,3.0,Medium,Medium,Low,Reject,6
4,employee,Medium,12.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,Low,Medium,Medium,Accept,7
4,employee,Low,12.0,no,gold,2,11.0,4.0,3.0,3.0,2,condominium,10.0,Selangor,2.0,Low,High,Medium,Accept,9
4,employee,Medium,15.0,yes,gold,2,11.0,4.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,Medium,High,Medium,Accept,6
4,employee,Low,16.0,no,gold,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,1.0,Medium,High,Medium,Accept,6
4,employee,Medium,22.0,yes,gold,2,15.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,2.0,High,Low,Medium,Reject,9
4,employee,High,22.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,Accept,9
4,employee,Low,23.0,yes,normal,2,11.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,2.0,High,High,Low,Accept,7
4,employee,High,22.0,no,normal,2,11.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,1.0,Medium,Low,Medium,Accept,6
4,employee,Low,14.0,yes,normal,2,15.0,4.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,High,Medium,Accept,6
4,employee,High,13.0,no,normal,2,15.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,1.0,Medium,High,Medium,Reject,7
4,employee,Medium,22.0,yes,gold,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Medium,Medium,Accept,6
4,employee,Medium,20.0,no,gold,2,15.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,Low,Low,Medium,Reject,9
4,employee,Low,22.0,yes,normal,2,15.0,4.0,3.0,1.0,1,condominium,10.0,Selangor,1.0,Low,Low,High,Accept,6
4,employee,High,19.0,no,normal,2,11.0,5.0,3.0,1.0,1,condominium,10.0,Selangor,3.0,High,High,Medium,Accept,7
4,employee,High,15.0,yes,gold,2,11.0,4.0,2.0,1.0,2,condominium,10.0,Selangor,3.0,High,Medium,Medium,Reject,6
4,employee,Medium,13.0,no,normal,2,15.0,4.0,2.0,3.0,1,condominium,10.0,Selangor,2.0,Low,Low,Medium,Accept,7
4,employee,High,14.0,yes,gold,2,11.0,4.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Medium,Medium,Accept,8
4,employee,Medium,23.0,no,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,Medium,Low,Medium,Accept,7
4,employee,Medium,13.0,yes,normal,2,11.0,4.0,2.0,3.0,1,condominium,10.0,Selangor,1.0,High,Low,Low,Accept,7
4,employee,Low,14.0,no,platinum,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,High,Medium,Medium,Accept,7
4,employee,High,20.0,yes,gold,2,15.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,Medium,Medium,Reject,6
4,employee,Medium,10.0,no,normal,2,11.0,4.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,Low,Medium,Medium,Accept,9
4,employee,Medium,16.0,yes,normal,2,11.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,Low,Medium,Accept,8
4,employee,Medium,20.0,no,normal,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Selangor,1.0,Medium,Low,Low,Accept,8
4,employee,Low,12.0,yes,gold,2,15.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,Accept,8
4,employee,Medium,22.0,no,normal,2,15.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,2.0,High,Medium,Medium,Accept,7
4,employee,Low,22.0,yes,gold,2,11.0,4.0,3.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,Medium,Medium,Accept,8
4,employee,High,19.0,no,normal,2,11.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,3.0,Medium,High,Medium,Accept,9
4,employee,Low,22.0,yes,normal,2,15.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,High,High,High,Accept,9
4,employee,High,12.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,Low,High,Low,Accept,6
4,employee,Low,23.0,yes,normal,2,15.0,5.0,2.0,3.0,1,condominium,10.0,Selangor,3.0,High,High,Medium,Accept,8
4,employee,Medium,22.0,no,gold,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,Low,Medium,High,Reject,7
4,employee,Medium,12.0,yes,normal,2,15.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,Medium,High,Medium,Accept,6
4,employee,High,21.0,no,normal,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Selangor,1.0,Medium,Medium,Medium,Accept,9
4,employee,High,17.0,yes,normal,2,15.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,High,High,Low,Accept,6
4,employee,Low,11.0,no,normal,2,11.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,2.0,Medium,High,Medium,Accept,8
4,employee,Low,22.0,yes,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,3.0,Medium,Medium,Medium,Accept,8
4,employee,Low,22.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,Medium,Medium,Medium,Accept,8
4,employee,Low,12.0,yes,normal,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,2.0,Low,Low,Medium,Accept,7
4,employee,Medium,15.0,no,normal,2,15.0,5.0,3.0,1.0,3,condominium,10.0,Selangor,3.0,Medium,Low,Medium,Accept,7
4,employee,High,24.0,yes,gold,2,15.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,2.0,Low,Low,Medium,Accept,8
4,employee,Low,17.0,no,gold,2,15.0,5.0,2.0,3.0,2,condominium,10.0,Selangor,1.0,High,Low,Medium,Accept,9
4,employee,Medium,19.0,yes,normal,2,11.0,5.0,3.0,3.0,3,condominium,10.0,Selangor,3.0,Medium,Low,Medium,Accept,7
4,employee,High,13.0,no,normal,2,15.0,5.0,3.0,1.0,1,condominium,10.0,Selangor,1.0,Medium,Low,High,Accept,9
4,employee,Medium,24.0,yes,normal,2,15.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,1.0,Medium,Low,Low,Reject,7
4,employee,Low,11.0,no,normal,2,11.0,4.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,Medium,High,Medium,Accept,7
4,employee,Medium,10.0,yes,normal,2,15.0,5.0,3.0,3.0,2,condominium,10.0,Selangor,2.0,Low,High,Medium,Accept,7
4,employee,High,22.0,no,gold,2,11.0,5.0,2.0,3.0,3,condominium,10.0,Selangor,1.0,Low,High,Low,Accept,8
4,employee,High,23.0,yes,platinum,2,11.0,4.0,3.0,1.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Reject,8
4,employee,Medium,22.0,no,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,High,Accept,6
4,employee,Medium,15.0,yes,gold,2,11.0,4.0,3.0,1.0,3,condominium,10.0,Kuala Lumpur,3.0,Low,Low,High,Accept,8
4,employee,Medium,10.0,no,gold,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Kuala Lumpur,1.0,High,High,Medium,Accept,6
4,employee,Low,11.0,yes,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,Medium,Accept,7
4,employee,Medium,10.0,no,normal,2,11.0,5.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Low,High,Medium,Accept,7
4,employee,Medium,19.0,yes,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,Low,Medium,Medium,Accept,8
4,employee,High,17.0,no,normal,2,15.0,5.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,Medium,Accept,8
4,employee,High,24.0,yes,gold,2,11.0,5.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,High,Low,Medium,Reject,8
4,employee,Low,11.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Reject,9
4,employee,High,12.0,yes,normal,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Low,Accept,7
4,employee,High,22.0,no,platinum,2,11.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,Low,Accept,8
4,employee,High,20.0,yes,normal,2,11.0,4.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,Medium,Medium,Low,Accept,9
4,employee,Low,22.0,no,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,High,Reject,7
4,employee,Medium,13.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,Medium,High,Medium,Accept,8
4,employee,Medium,22.0,no,gold,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,Low,High,High,Accept,6
4,employee,High,22.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,Low,Medium,Medium,Accept,6
4,employee,High,17.0,no,normal,2,11.0,5.0,3.0,1.0,2,condominium,10.0,Kuala Lumpur,1.0,High,Low,High,Accept,6
4,employee,Medium,24.0,yes,normal,2,11.0,4.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,Low,High,Medium,Accept,6
4,employee,Low,16.0,no,normal,2,11.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,2.0,Low,High,Medium,Accept,9
6,employee,Medium,19.0,yes,normal,2,15.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,High,High,Accept,9
6,employee,Low,22.0,no,normal,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Accept,9
6,employee,Medium,22.0,yes,normal,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,1.0,Medium,Medium,Medium,Accept,8
6,employee,Medium,22.0,no,platinum,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,1.0,Medium,Medium,Medium,Reject,6
6,employee,High,12.0,yes,platinum,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Low,Reject,6
6,employee,High,17.0,no,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Accept,6
6,employee,Medium,20.0,yes,normal,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,3.0,High,Medium,High,Accept,8
6,employee,Low,15.0,no,gold,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,2.0,Low,High,Low,Accept,8
6,employee,Low,16.0,yes,normal,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Accept,7
6,employee,High,23.0,no,normal,2,15.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Reject,9
6,employee,Medium,13.0,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Accept,8
6,employee,High,11.0,no,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,High,High,High,Accept,7
6,employee,Medium,14.0,yes,normal,2,15.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,Medium,High,High,Reject,9
6,employee,Medium,15.0,no,normal,2,15.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Reject,8
6,employee,Medium,22.0,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,High,High,Reject,9
6,employee,High,16.0,no,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Accept,9
6,employee,High,13.0,yes,normal,2,12.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,2.0,Medium,High,Medium,Accept,9
6,employee,Low,12.0,no,normal,2,12.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,3.0,High,Medium,Medium,Accept,8
6,employee,Medium,22.0,yes,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,Low,Accept,8
6,employee,Low,17.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,High,Reject,9
6,employee,Medium,22.0,yes,platinum,2,12.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,2.0,Medium,Low,Medium,Accept,7
6,employee,Medium,13.0,no,gold,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,High,Medium,High,Accept,6
6,employee,Medium,22.0,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,Low,Accept,7
6,employee,Low,19.0,no,gold,2,15.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,Low,Accept,7
6,employee,Medium,22.0,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,High,High,Low,Accept,9
6,employee,Medium,15.0,no,gold,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,Medium,Low,Low,Accept,7
6,employee,Medium,15.0,yes,gold,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,1.0,Low,High,Medium,Accept,6
6,employee,Medium,21.0,no,gold,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,3.0,Low,High,Medium,Accept,7
6,employee,Medium,22.0,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,Low,High,Medium,Accept,9
6,employee,High,17.0,no,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,Medium,Low,Medium,Accept,8
6,employee,Low,15.0,yes,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Low,Accept,6
6,employee,Medium,19.0,no,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,Medium,Reject,9
6,employee,Medium,14.0,yes,platinum,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Accept,6
6,employee,Low,21.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,Medium,Reject,6
6,employee,Medium,18.0,yes,normal,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,1.0,Low,High,Low,Accept,6
6,employee,Low,16.0,no,normal,2,15.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,Medium,Medium,Medium,Accept,7
6,employee,Low,14.0,yes,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,Low,Low,Low,Accept,8
6,employee,Low,16.0,no,gold,2,12.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,3.0,High,Medium,Low,Accept,6
6,employee,Medium,10.0,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,High,High,Medium,Accept,7
6,employee,Medium,22.0,no,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,Medium,Medium,Low,Reject,8
6,employee,Medium,22.0,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,Low,Low,Medium,Reject,9
6,employee,High,18.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,High,Medium,Medium,Accept,9
6,employee,Medium,17.0,yes,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,Medium,Medium,Medium,Reject,7
6,employee,Low,20.0,no,gold,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,Medium,Accept,7
6,employee,High,22.0,yes,normal,2,12.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,3.0,High,High,Medium,Accept,8
6,employee,Low,19.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,High,Medium,Medium,Reject,6
6,employee,Medium,22.0,yes,normal,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,3.0,High,Medium,Medium,Reject,6
6,employee,Medium,17.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,Low,Medium,High,Accept,6
6,employee,Medium,13.0,yes,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,High,Medium,Low,Accept,6
6,employee,Medium,12.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,Medium,High,High,Accept,9
6,employee,Low,15.0,yes,platinum,2,12.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,Medium,Accept,7
6,employee,Low,17.0,no,normal,2,15.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,High,Low,High,Reject,9
6,employee,Low,21.0,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,Low,Accept,6
6,employee,High,22.0,no,gold,2,12.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,1.0,Medium,Medium,Medium,Reject,7
6,employee,Medium,20.0,yes,normal,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,High,High,Accept,7
6,employee,Low,12.0,no,normal,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,2.0,Medium,Medium,Low,Reject,9
6,employee,Low,14.0,yes,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,High,Medium,Medium,Accept,7
6,employee,Medium,10.0,no,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,Medium,Accept,6
6,employee,Medium,22.0,yes,normal,2,15.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,Low,Medium,Medium,Accept,6
6,employee,High,11.0,no,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Reject,9
6,employee,Medium,23.0,yes,normal,2,12.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,2.0,Medium,High,Medium,Reject,8
6,employee,Medium,10.0,no,normal,2,12.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Accept,8
6,employee,Medium,22.0,yes,normal,2,15.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Low,High,Medium,Accept,7
6,employee,Medium,17.0,no,gold,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Accept,6
6,employee,Medium,13.0,yes,normal,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Accept,7
6,employee,Low,10.0,no,gold,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,High,Medium,Low,Accept,8
6,employee,Medium,13.0,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,Low,Low,High,Reject,8
6,employee,Medium,11.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,Medium,High,Medium,Accept,9
6,employee,Low,15.0,yes,normal,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,1.0,High,High,Medium,Reject,7
6,employee,Medium,22.0,no,normal,2,12.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,2.0,Low,Medium,Medium,Accept,6
6,employee,High,20.0,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,Medium,High,Low,Reject,7
6,employee,High,19.0,no,normal,2,12.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,1.0,Low,High,Medium,Accept,9
6,employee,Medium,11.0,yes,normal,2,12.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,1.0,Low,High,Medium,Accept,8
6,employee,Low,22.0,no,normal,2,12.0,4.0,2.0,1.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,Low,Medium,Accept,7
6,employee,High,19.0,yes,normal,2,15.0,4.0,2.0,1.0,3,condominium,10.0,Kuala Lumpur,3.0,High,High,Low,Reject,7
6,employee,Low,22.0,no,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,1.0,Medium,Low,Medium,Accept,8
6,employee,Medium,12.0,yes,normal,2,15.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,High,Low,High,Reject,8
6,employee,Medium,17.0,no,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,Low,Medium,Medium,Accept,9
6,employee,Medium,15.0,yes,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Reject,6
6,employee,Medium,22.0,no,normal,2,15.0,4.0,2.0,1.0,1,condominium,10.0,Kuala Lumpur,3.0,Low,Low,Low,Accept,6
6,employee,Medium,22.0,yes,gold,2,12.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,1.0,Medium,Medium,Medium,Accept,6
6,employee,Medium,22.0,no,normal,2,12.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,3.0,Low,Low,Medium,Accept,9
6,employee,Medium,22.0,yes,gold,2,15.0,4.0,2.0,3.0,2,bungalow,10.0,Kuala Lumpur,3.0,Low,Medium,High,Accept,8
6,employee,Medium,23.0,no,normal,2,15.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,1.0,Medium,Medium,Medium,Accept,8
6,employee,High,22.0,yes,normal,2,15.0,4.0,2.0,3.0,2,bungalow,10.0,Kuala Lumpur,2.0,Medium,Low,Low,Accept,7
6,employee,High,21.0,no,normal,2,12.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,3.0,High,Low,High,Accept,6
6,employee,Medium,16.0,yes,normal,2,12.0,4.0,2.0,3.0,1,bungalow,10.0,Kuala Lumpur,2.0,High,Low,Low,Accept,9
6,employee,Low,22.0,no,gold,2,12.0,4.0,2.0,3.0,1,bungalow,10.0,Kuala Lumpur,3.0,Medium,High,Medium,Reject,8
6,employee,Medium,10.0,yes,normal,2,15.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,3.0,High,Medium,Medium,Accept,9
6,employee,High,22.0,no,gold,2,12.0,4.0,2.0,1.0,1,bungalow,10.0,Kuala Lumpur,3.0,High,Low,Low,Accept,7
6,employee,Low,22.0,yes,normal,2,15.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,3.0,High,Medium,High,Accept,9
6,employee,High,16.0,no,normal,2,12.0,4.0,2.0,3.0,1,bungalow,10.0,Kuala Lumpur,3.0,Low,Low,Medium,Reject,9
6,employee,High,24.0,yes,normal,2,12.0,4.0,2.0,3.0,2,bungalow,10.0,Kuala Lumpur,1.0,Medium,Medium,Medium,Accept,8
6,employee,Low,12.0,no,normal,2,12.0,4.0,2.0,3.0,1,bungalow,10.0,Kuala Lumpur,2.0,Medium,Low,Low,Reject,8
6,employee,Medium,17.0,yes,gold,2,12.0,4.0,2.0,3.0,2,bungalow,10.0,Kuala Lumpur,3.0,Medium,Medium,Medium,Accept,9
6,employee,Medium,12.0,no,gold,2,12.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,3.0,Medium,Low,Medium,Reject,9
